name,template,time0,time1,time2,time3,time4,avg_time,std_dev,generalization_nodes,generalization_edges,generalization_node_variables,generalization_edge_variables,g1_nodes,g1_edges,g2_nodes,g2_edges
aws_aws-sdk-java,3147,648,680,676,654,664,664.4,12.289833196589774,119,118,6,6,124,123,147,146
aws_aws-sdk-java,3148,614,638,654,603,664,634.6,23.130931671681537,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3149,668,661,635,648,649,652.2,11.408768557561329,98,97,4,4,170,169,147,146
aws_aws-sdk-java,314,620,610,618,617,634,619.8,7.858753081755401,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3150,670,640,647,636,656,649.8,12.172099243762352,139,138,8,8,147,146,147,146
aws_aws-sdk-java,3151,710,652,661,687,689,679.8,20.855694665965935,159,156,11,15,170,169,170,169
aws_aws-sdk-java,3152,646,635,643,688,701,662.6,26.612778885340028,119,118,6,6,124,123,147,146
aws_aws-sdk-java,3153,653,667,673,694,667,670.8,13.332666649999167,119,118,5,5,124,123,124,123
aws_aws-sdk-java,3154,750,652,667,670,655,678.8,36.25134480264146,146,144,3,5,147,146,170,169
aws_aws-sdk-java,3155,656,657,647,644,655,651.8,5.2687759489277965,119,118,6,6,124,123,147,146
aws_aws-sdk-java,3156,686,664,675,671,659,671.0,9.316651759081692,119,118,6,6,124,123,147,146
aws_aws-sdk-java,3157,640,681,661,663,660,661.0,13.007690033207279,119,118,5,5,124,123,124,123
aws_aws-sdk-java,3158,619,662,622,653,613,633.8,19.772708463940894,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3159,625,665,625,647,630,638.4,15.564061166674977,110,109,8,8,118,117,118,117
aws_aws-sdk-java,315,677,662,668,641,651,659.8,12.639620247459968,138,137,9,9,147,146,147,146
aws_aws-sdk-java,3160,645,661,656,627,631,644.0,13.3566462856512,119,118,6,6,124,123,147,146
aws_aws-sdk-java,3161,633,614,611,651,614,624.6,15.344054223053305,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3162,640,639,648,623,663,642.6,13.032267646115928,114,113,5,5,124,123,124,123
aws_aws-sdk-java,3163,715,722,652,674,693,691.2,25.887448696231154,159,158,11,11,170,169,170,169
aws_aws-sdk-java,3164,602,621,615,626,634,619.6,10.781465577554842,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3165,637,681,696,650,690,670.8,23.163764806265842,105,104,8,8,118,117,118,117
aws_aws-sdk-java,3166,651,685,676,661,646,663.8,14.74313399518569,135,134,6,6,147,146,147,146
aws_aws-sdk-java,3167,623,636,600,626,599,616.8,14.770240350109406,54,53,1,1,55,54,55,54
aws_aws-sdk-java,3168,624,622,655,642,642,637.0,12.393546707863734,106,105,8,8,114,113,114,113
aws_aws-sdk-java,3169,668,657,661,688,695,673.8,15.038616957685969,98,97,4,4,147,146,170,169
aws_aws-sdk-java,316,670,665,706,685,664,678.0,15.8871016865884,139,138,9,9,193,192,170,169
aws_aws-sdk-java,3170,701,658,732,671,691,690.6,25.570295266187287,182,179,11,15,193,192,193,192
aws_aws-sdk-java,3171,649,612,624,620,618,624.6,12.799999999999999,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3172,663,654,675,653,664,661.8,7.984985911070852,162,161,8,8,170,169,170,169
aws_aws-sdk-java,3173,633,648,669,636,654,648.0,13.007690033207279,98,97,4,4,147,146,124,123
aws_aws-sdk-java,3174,599,613,608,615,611,609.2,5.6000000000000005,52,51,3,3,55,54,55,54
aws_aws-sdk-java,3175,654,653,656,702,659,664.8,18.712562625145708,140,139,8,8,147,146,170,169
aws_aws-sdk-java,3176,713,673,670,776,647,695.8,45.37576445637032,134,133,7,7,147,146,147,146
aws_aws-sdk-java,3177,640,613,621,627,619,624.0,9.16515138991168,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3178,675,695,660,649,678,671.4,15.78100123566309,138,137,8,8,147,146,147,146
aws_aws-sdk-java,3179,631,638,615,622,689,639.0,26.19160170741759,52,51,3,3,55,54,55,54
aws_aws-sdk-java,317,654,637,654,676,694,663.0,19.83935482821959,118,117,7,7,147,146,124,123
aws_aws-sdk-java,3180,657,645,605,640,712,651.8,34.71829488900629,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3181,716,630,649,621,647,652.6,33.386224704209965,93,92,6,6,99,98,99,98
aws_aws-sdk-java,3182,663,666,658,662,687,667.2,10.225458424931373,141,138,6,10,147,146,147,146
aws_aws-sdk-java,3183,624,637,629,630,626,629.2,4.445222154178574,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3184,658,657,659,654,709,667.4,20.86719914123599,105,104,9,9,114,113,114,113
aws_aws-sdk-java,3185,641,654,630,699,618,648.4,27.96140196771256,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3186,674,681,658,648,650,662.2,13.12097557348538,140,139,8,8,170,169,147,146
aws_aws-sdk-java,3187,648,646,630,650,691,653.0,20.27806696901852,115,114,4,4,124,123,124,123
aws_aws-sdk-java,3188,682,660,674,659,655,666.0,10.256705123966467,118,117,7,7,170,169,193,192
aws_aws-sdk-java,3189,641,632,630,645,657,641.0,9.736529155710468,119,118,5,5,124,123,124,123
aws_aws-sdk-java,318,659,677,618,668,626,649.6,23.380333616097097,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3190,671,652,617,657,622,643.8,20.855694665965935,91,90,5,5,99,98,103,102
aws_aws-sdk-java,3191,641,631,649,645,674,648.0,14.310835055998654,113,112,4,4,124,123,124,123
aws_aws-sdk-java,3192,630,657,646,634,621,637.6,12.59523719506703,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3193,634,668,648,658,656,652.8,11.356055653262711,119,118,5,5,124,123,124,123
aws_aws-sdk-java,3194,650,716,636,660,649,662.2,27.95997138768207,140,139,7,7,147,146,147,146
aws_aws-sdk-java,3195,650,639,650,683,681,660.6,17.939899665271263,95,94,3,3,147,146,124,123
aws_aws-sdk-java,3196,639,681,661,643,646,654.0,15.414279094398154,140,139,7,7,147,146,147,146
aws_aws-sdk-java,3197,625,671,659,664,638,651.4,17.18836815989232,118,117,6,6,124,123,124,123
aws_aws-sdk-java,3198,601,602,620,616,635,614.8,12.576167937809991,52,51,3,3,55,54,55,54
aws_aws-sdk-java,3199,672,655,668,711,666,674.4,19.147845831842286,140,137,8,12,193,192,170,169
aws_aws-sdk-java,319,659,693,661,741,679,686.6,29.917219122104246,100,99,11,11,114,113,114,113
aws_aws-sdk-java,31,662,664,687,652,653,663.6,12.626955294131678,137,136,5,5,170,169,147,146
aws_aws-sdk-java,3200,656,668,695,709,672,680.0,19.235384061671343,89,88,8,8,99,98,99,98
aws_aws-sdk-java,3201,691,640,635,670,681,663.4,22.222511109233356,95,94,3,3,124,123,147,146
aws_aws-sdk-java,3202,666,651,642,658,669,657.2,9.867117106835208,159,158,11,11,170,169,170,169
aws_aws-sdk-java,3203,683,663,661,723,644,674.8,27.08800472533922,136,135,6,6,170,169,147,146
aws_aws-sdk-java,3204,682,642,623,646,637,646.0,19.60612149304395,119,118,5,5,124,123,124,123
aws_aws-sdk-java,3205,667,648,660,665,672,662.4,8.16333265278342,139,138,9,9,147,146,170,169
aws_aws-sdk-java,3206,651,643,631,645,641,642.2,6.523802572120037,114,113,5,5,124,123,124,123
aws_aws-sdk-java,3207,675,744,662,674,700,691.0,29.243802762294784,177,173,12,18,193,192,193,192
aws_aws-sdk-java,3208,657,618,671,628,621,639.0,21.13764414498456,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3209,665,661,635,637,673,654.2,15.367498169838838,119,118,6,6,147,146,124,123
aws_aws-sdk-java,320,683,681,652,689,693,679.6,14.444376068214229,141,140,6,6,147,146,147,146
aws_aws-sdk-java,3210,626,628,681,656,665,651.2,21.329791372631846,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3211,626,609,616,617,604,614.4,7.499333303701069,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3212,654,664,708,686,681,678.6,18.67190402717409,161,160,9,9,170,169,170,169
aws_aws-sdk-java,3213,656,743,672,686,705,692.4,30.003999733368882,107,106,11,11,118,117,118,117
aws_aws-sdk-java,3214,633,607,610,630,613,618.6,10.744300814850634,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3215,692,661,635,624,647,651.8,23.574562562219473,115,114,4,4,124,123,124,123
aws_aws-sdk-java,3216,639,640,695,652,643,653.8,21.103554203024665,119,118,6,6,147,146,124,123
aws_aws-sdk-java,3217,661,662,627,626,614,638.0,19.72815247305231,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3218,680,687,742,639,688,687.2,32.79878046513315,91,90,8,8,99,98,99,98
aws_aws-sdk-java,3219,649,646,628,621,622,633.2,11.956588142108098,52,51,3,3,55,54,55,54
aws_aws-sdk-java,321,683,623,629,623,613,634.2,24.935115800813918,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3220,631,643,604,637,619,626.8,13.89100428334827,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3221,619,627,633,617,648,628.8,11.178550889985695,53,52,2,2,55,54,55,54
aws_aws-sdk-java,3222,636,638,623,622,673,638.4,18.48891559827131,52,51,3,3,55,54,55,54
aws_aws-sdk-java,3223,696,663,694,652,659,672.8,18.475930287809597,140,139,7,7,147,146,147,146
aws_aws-sdk-java,3224,617,635,617,623,625,623.4,6.621178142898739,51,50,4,4,55,54,55,54
aws_aws-sdk-java,3225,639,625,617,651,622,630.8,12.464349160706305,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3226,662,641,641,663,656,652.6,9.769339793455849,140,139,7,7,147,146,147,146
aws_aws-sdk-java,3227,628,704,658,641,661,658.4,25.741794809220277,118,117,6,6,124,123,124,123
aws_aws-sdk-java,3228,697,658,652,687,655,669.8,18.497567407634982,146,145,2,2,147,146,170,169
aws_aws-sdk-java,3229,679,654,648,665,656,660.4,10.781465577554842,95,94,8,8,103,102,103,102
aws_aws-sdk-java,322,661,631,611,625,651,635.8,18.00444389588304,56,55,1,1,57,56,57,56
aws_aws-sdk-java,3230,663,663,671,647,669,662.6,8.42852300228219,145,144,3,3,147,146,170,169
aws_aws-sdk-java,3231,619,652,632,609,682,638.8,25.949181104612915,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3232,618,646,622,639,641,633.2,11.08873302050329,52,51,3,3,55,54,55,54
aws_aws-sdk-java,3233,632,650,655,647,640,644.8,8.034923770640267,95,94,3,3,124,123,147,146
aws_aws-sdk-java,3234,623,620,631,642,643,631.8,9.453041838477178,50,49,4,4,55,54,55,54
aws_aws-sdk-java,3235,633,656,655,653,648,649.0,8.461678320522472,140,137,8,12,170,169,147,146
aws_aws-sdk-java,3236,652,637,632,650,672,648.6,13.937001112147476,119,118,5,5,124,123,124,123
aws_aws-sdk-java,3237,648,666,662,654,653,656.6,6.499230723708768,135,134,6,6,147,146,147,146
aws_aws-sdk-java,3238,652,635,648,637,640,642.4,6.529931086925803,140,139,7,7,147,146,147,146
aws_aws-sdk-java,3239,671,680,661,650,647,661.8,12.448293055676348,160,156,10,16,170,169,170,169
aws_aws-sdk-java,323,664,711,654,675,659,672.6,20.421557237390104,135,134,7,7,147,146,170,169
aws_aws-sdk-java,3240,661,662,662,653,672,662.0,6.0332412515993425,160,159,10,10,170,169,170,169
aws_aws-sdk-java,3241,722,689,649,665,688,682.6,24.743483990739865,134,133,7,7,147,146,147,146
aws_aws-sdk-java,3242,617,597,641,654,625,626.8,19.640773915505466,54,53,1,1,55,54,55,54
aws_aws-sdk-java,3243,685,688,705,719,696,698.6,12.338557452149743,183,182,11,11,262,261,239,238
aws_aws-sdk-java,324,646,634,619,617,615,626.2,11.956588142108098,51,50,4,4,55,54,55,54
aws_aws-sdk-java,325,640,658,632,633,638,640.2,9.389355675444401,51,50,4,4,55,54,55,54
aws_aws-sdk-java,326,652,659,652,661,650,654.8,4.354308211415448,89,88,8,8,99,98,99,98
aws_aws-sdk-java,327,644,625,624,644,653,638.0,11.50651989091402,51,50,4,4,55,54,55,54
aws_aws-sdk-java,328,651,656,674,685,696,672.4,17.001176429882726,139,138,8,8,147,146,147,146
aws_aws-sdk-java,329,623,634,650,632,650,637.8,10.628264204469138,97,96,6,6,103,102,103,102
aws_aws-sdk-java,32,642,686,680,636,648,658.4,20.529003872570144,119,118,5,5,124,123,124,123
aws_aws-sdk-java,330,670,690,686,707,667,684.0,14.51895313030523,140,139,7,7,147,146,147,146
aws_aws-sdk-java,331,673,676,682,706,700,687.4,13.2,81,80,4,4,85,84,85,84
aws_aws-sdk-java,332,681,663,659,668,706,675.4,17.001176429882726,134,133,7,7,147,146,147,146
aws_aws-sdk-java,333,696,658,714,694,662,684.8,21.451340284467076,140,139,8,8,147,146,170,169
aws_aws-sdk-java,334,622,623,656,626,623,630.0,13.069047402163633,51,50,4,4,55,54,55,54
aws_aws-sdk-java,335,611,625,613,633,627,621.8,8.44748483277715,53,52,2,2,55,54,55,54
aws_aws-sdk-java,336,640,642,632,640,633,637.4,4.079215610874228,116,115,6,6,124,123,147,146
aws_aws-sdk-java,337,618,642,628,624,620,626.4,8.522910301065005,52,51,3,3,55,54,55,54
aws_aws-sdk-java,338,651,655,693,667,690,671.2,17.417232845661793,139,138,8,8,147,146,147,146
aws_aws-sdk-java,339,646,655,683,722,654,672.0,27.964262908219126,140,137,8,12,170,169,147,146
aws_aws-sdk-java,33,654,659,709,679,650,670.2,21.811923344813035,136,135,5,5,147,146,147,146
aws_aws-sdk-java,340,664,629,632,636,647,641.6,12.753038853543888,98,97,4,4,124,123,101,100
aws_aws-sdk-java,341,646,667,655,675,686,665.8,14.161920773680384,141,140,6,6,147,146,147,146
aws_aws-sdk-java,342,682,658,660,651,661,662.4,10.403845442911962,160,159,10,10,170,169,170,169
aws_aws-sdk-java,343,684,667,669,671,660,670.2,7.833262411026456,107,106,11,11,118,117,118,117
aws_aws-sdk-java,344,611,604,618,625,627,617.0,8.602325267042627,51,50,4,4,55,54,55,54
aws_aws-sdk-java,345,691,703,738,710,724,713.2,16.363373735266208,243,242,19,19,262,261,262,261
aws_aws-sdk-java,346,667,648,673,671,650,661.8,10.64706532336493,140,139,7,7,147,146,147,146
aws_aws-sdk-java,347,638,658,711,700,632,667.8,32.15213834257373,98,97,4,4,147,146,124,123
aws_aws-sdk-java,348,650,672,660,642,640,652.8,11.906300852909773,51,50,4,4,55,54,55,54
aws_aws-sdk-java,349,641,647,681,640,648,651.4,15.134067529914091,120,119,5,5,147,146,124,123
aws_aws-sdk-java,34,672,649,640,639,634,646.8,13.496666255042388,119,118,5,5,124,123,124,123
aws_aws-sdk-java,350,617,604,622,608,638,617.8,11.93984924527944,51,50,4,4,55,54,55,54
aws_aws-sdk-java,351,641,620,619,604,655,627.8,17.993332098307974,51,50,4,4,55,54,55,54
aws_aws-sdk-java,352,702,644,685,655,672,671.6,20.693960471596537,91,90,8,8,99,98,99,98
aws_aws-sdk-java,353,721,648,659,649,664,668.2,27.080620376941145,116,115,4,4,147,146,170,169
aws_aws-sdk-java,354,703,729,670,680,678,692.0,21.51278689523977,160,159,10,10,170,169,170,169
aws_aws-sdk-java,355,648,707,658,638,644,659.0,24.867649667791284,117,116,4,4,124,123,124,123
aws_aws-sdk-java,356,614,617,617,627,643,623.6,10.650821564555478,52,51,3,3,55,54,55,54
aws_aws-sdk-java,357,659,715,668,672,672,677.2,19.48743184721886,115,114,5,5,170,169,147,146
aws_aws-sdk-java,358,618,623,629,620,629,623.8,4.534313619501853,51,50,4,4,55,54,55,54
aws_aws-sdk-java,359,644,689,717,660,660,674.0,25.946097972527586,141,139,8,10,147,146,170,169
aws_aws-sdk-java,35,676,656,659,678,670,667.8,8.863407922464136,104,103,10,10,114,113,114,113
aws_aws-sdk-java,360,660,680,651,712,657,672.0,22.244100341438852,118,117,7,7,124,123,147,146
aws_aws-sdk-java,361,623,625,629,617,638,626.4,6.974238309665077,51,50,4,4,55,54,55,54
aws_aws-sdk-java,362,673,633,609,633,613,632.2,22.68391500601252,52,51,3,3,55,54,55,54
aws_aws-sdk-java,363,646,737,692,663,679,683.4,30.92313050129304,119,118,6,6,124,123,147,146
aws_aws-sdk-java,364,668,642,618,659,626,642.6,18.948350851723216,50,49,4,4,55,54,55,54
aws_aws-sdk-java,365,631,629,628,645,646,635.8,7.984985911070852,97,96,6,6,103,102,103,102
aws_aws-sdk-java,366,661,644,708,648,642,660.6,24.605690398767518,119,118,6,6,147,146,170,169
aws_aws-sdk-java,367,628,639,631,641,644,636.6,6.086049621881176,53,52,2,2,55,54,55,54
aws_aws-sdk-java,368,627,662,663,667,681,660.0,17.84376641855637,95,94,8,8,103,102,103,102
aws_aws-sdk-java,369,656,652,643,637,676,652.8,13.377593206552515,138,137,9,9,147,146,147,146
aws_aws-sdk-java,36,694,699,658,652,661,672.8,19.63058837630701,119,118,6,6,147,146,170,169
aws_aws-sdk-java,370,659,678,717,658,659,674.2,22.675096471680114,153,152,10,10,170,169,170,169
aws_aws-sdk-java,371,638,622,655,625,628,633.6,11.976643937263894,51,50,4,4,55,54,55,54
aws_aws-sdk-java,372,633,635,626,635,611,628.0,9.121403400793104,51,50,4,4,55,54,55,54
aws_aws-sdk-java,373,643,685,696,648,648,664.0,21.990907211845535,98,97,4,4,147,146,124,123
aws_aws-sdk-java,374,607,611,734,624,622,639.6,47.63444132138006,51,50,4,4,55,54,55,54
aws_aws-sdk-java,375,630,605,630,672,601,627.6,25.30296425322535,51,50,4,4,55,54,55,54
aws_aws-sdk-java,376,640,620,634,642,624,632.0,8.67179335547152,51,50,4,4,55,54,55,54
aws_aws-sdk-java,377,641,651,677,674,675,663.6,14.745846872933408,141,140,6,6,147,146,147,146
aws_aws-sdk-java,378,608,605,628,625,623,617.8,9.410632284814874,52,51,3,3,55,54,55,54
aws_aws-sdk-java,379,682,691,660,695,671,679.8,12.890306435457616,139,138,8,8,147,146,147,146
aws_aws-sdk-java,37,661,659,635,647,630,646.4,12.419339757008018,94,93,5,5,99,98,99,98
aws_aws-sdk-java,380,656,638,644,650,649,647.4,6.053098380168622,134,132,7,9,170,169,193,192
aws_aws-sdk-java,381,618,614,635,646,617,626.0,12.409673645990857,51,50,4,4,55,54,55,54
aws_aws-sdk-java,382,606,623,627,615,633,620.8,9.431860898041277,50,49,4,4,55,54,55,54
aws_aws-sdk-java,383,694,647,675,707,669,678.4,20.72293415518179,141,140,7,7,147,146,170,169
aws_aws-sdk-java,384,653,670,661,664,668,663.2,5.979966555090422,132,131,7,7,147,146,147,146
aws_aws-sdk-java,385,631,637,634,627,620,629.8,5.912698199637793,51,50,4,4,55,54,55,54
aws_aws-sdk-java,386,643,665,650,634,678,654.0,15.709869509324385,98,97,4,4,147,146,124,123
aws_aws-sdk-java,387,625,619,621,632,621,623.6,4.6303347611160905,53,52,2,2,55,54,55,54
aws_aws-sdk-java,388,659,683,676,675,676,673.8,7.934733769950949,137,136,7,7,147,146,147,146
aws_aws-sdk-java,389,656,724,686,653,694,682.6,26.22670394845681,139,138,8,8,147,146,147,146
aws_aws-sdk-java,38,714,644,633,650,644,657.0,29.024127893874777,118,117,6,6,124,123,124,123
aws_aws-sdk-java,390,636,671,650,661,640,651.6,13.001538370516005,98,97,4,4,147,146,124,123
aws_aws-sdk-java,391,597,624,601,611,611,608.8,9.389355675444401,53,52,2,2,55,54,55,54
aws_aws-sdk-java,392,659,677,667,672,672,669.4,6.086049621881175,140,139,8,8,170,169,147,146
aws_aws-sdk-java,393,624,618,663,629,654,637.6,17.647662734764623,51,50,4,4,55,54,55,54
aws_aws-sdk-java,394,668,642,653,652,641,651.2,9.744742172063868,98,97,4,4,124,123,147,146
aws_aws-sdk-java,395,645,675,656,674,668,663.6,11.49956520917204,119,118,5,5,124,123,124,123
aws_aws-sdk-java,396,636,631,667,632,634,640.0,13.6088206689632,114,113,5,5,124,123,124,123
aws_aws-sdk-java,397,656,650,661,659,658,656.8,3.762977544445356,161,160,9,9,170,169,170,169
aws_aws-sdk-java,398,610,623,647,666,627,634.6,19.68349562450735,51,50,4,4,55,54,55,54
aws_aws-sdk-java,399,684,690,671,696,689,686.0,8.414273587185052,135,134,6,6,147,146,147,146
aws_aws-sdk-java,39,651,669,680,649,648,659.4,12.84678948220138,95,94,8,8,103,102,103,102
aws_aws-sdk-java,3,661,658,610,653,630,642.4,19.5202459000905,50,49,4,4,55,54,55,54
aws_aws-sdk-java,400,665,641,661,684,675,665.2,14.510685717773642,114,113,5,5,124,123,124,123
aws_aws-sdk-java,401,664,710,683,674,675,681.2,15.612815249018992,182,181,11,11,193,192,193,192
aws_aws-sdk-java,402,646,657,659,658,648,653.6,5.4626001134990645,119,118,5,5,124,123,124,123
aws_aws-sdk-java,403,658,660,703,658,671,670.0,17.193021840269964,134,133,7,7,147,146,147,146
aws_aws-sdk-java,404,664,666,676,659,648,662.6,9.156418513807678,161,160,9,9,170,169,170,169
aws_aws-sdk-java,405,641,673,693,695,642,668.8,23.58304475677388,118,117,6,6,124,123,124,123
aws_aws-sdk-java,406,675,641,636,644,680,655.2,18.454267799075637,160,159,10,10,170,169,170,169
aws_aws-sdk-java,407,618,699,635,619,660,646.2,30.4591529757477,51,50,4,4,55,54,55,54
aws_aws-sdk-java,408,642,637,665,644,642,646.0,9.777525249264253,120,119,4,4,124,123,124,123
aws_aws-sdk-java,409,749,665,661,647,660,676.4,36.8,139,138,8,8,147,146,147,146
aws_aws-sdk-java,40,624,601,627,610,620,616.4,9.604165762834374,51,50,4,4,55,54,55,54
aws_aws-sdk-java,410,627,678,610,614,623,630.4,24.565015774470815,51,50,4,4,55,54,55,54
aws_aws-sdk-java,411,619,620,627,644,640,630.0,10.256705123966467,50,49,4,4,55,54,55,54
aws_aws-sdk-java,412,639,648,654,639,643,644.6,5.748043145279966,118,117,6,6,124,123,124,123
aws_aws-sdk-java,413,657,665,648,634,723,665.4,30.58496362593881,98,97,4,4,124,123,147,146
aws_aws-sdk-java,414,651,649,689,671,653,662.6,15.357083056361974,134,131,7,11,147,146,147,146
aws_aws-sdk-java,415,675,699,693,704,655,685.2,18.00444389588304,135,134,6,6,147,146,147,146
aws_aws-sdk-java,416,637,641,693,630,660,652.2,22.692730113408565,98,97,4,4,124,123,147,146
aws_aws-sdk-java,417,726,677,659,656,666,676.8,25.639032743065794,139,138,8,8,147,146,147,146
aws_aws-sdk-java,418,664,672,653,650,651,658.0,8.602325267042627,139,138,8,8,147,146,147,146
aws_aws-sdk-java,419,628,610,627,666,635,633.2,18.345571672749802,52,51,3,3,55,54,55,54
aws_aws-sdk-java,41,619,620,610,628,625,620.4,6.151422599691879,53,52,2,2,55,54,55,54
aws_aws-sdk-java,420,618,624,631,621,607,620.2,7.884161337770809,50,49,4,4,55,54,55,54
aws_aws-sdk-java,421,649,634,645,645,641,642.8,5.075431016179809,119,118,5,5,124,123,124,123
aws_aws-sdk-java,422,648,631,646,618,618,632.2,12.998461447417537,78,77,4,4,85,84,85,84
aws_aws-sdk-java,423,642,625,624,636,651,635.6,10.248902380255165,51,50,4,4,55,54,55,54
aws_aws-sdk-java,424,653,699,644,645,645,657.2,21.150886506243655,98,97,4,4,147,146,124,123
aws_aws-sdk-java,425,608,613,622,634,634,622.2,10.628264204469138,51,50,4,4,55,54,55,54
aws_aws-sdk-java,426,633,634,657,636,629,637.8,9.867117106835208,116,115,6,6,147,146,124,123
aws_aws-sdk-java,427,702,633,609,603,611,631.6,36.636593728129256,54,53,1,1,55,54,55,54
aws_aws-sdk-java,428,641,639,649,641,652,644.4,5.122499389946279,84,83,10,10,99,98,103,102
aws_aws-sdk-java,429,646,653,638,733,613,656.6,40.51962487486774,51,50,4,4,55,54,55,54
aws_aws-sdk-java,42,707,685,704,697,685,695.6,9.243376006633074,140,139,8,8,170,169,147,146
aws_aws-sdk-java,430,649,646,663,677,647,656.4,11.993331480451959,119,118,5,5,124,123,124,123
aws_aws-sdk-java,431,643,683,646,635,639,649.2,17.302023003105734,98,97,4,4,147,146,124,123
aws_aws-sdk-java,432,631,645,638,647,640,640.2,5.635601121442148,115,114,5,5,124,123,147,146
aws_aws-sdk-java,433,644,631,644,671,686,655.2,20.173249614278806,119,118,5,5,124,123,124,123
aws_aws-sdk-java,434,617,697,619,658,661,650.4,29.810065414218734,50,49,4,4,55,54,55,54
aws_aws-sdk-java,435,663,618,618,615,650,632.8,19.813126961688805,51,50,4,4,55,54,55,54
aws_aws-sdk-java,436,637,666,704,646,638,658.2,25.15869630962622,98,97,3,3,101,100,101,100
aws_aws-sdk-java,437,649,656,653,668,685,662.2,13.044539087296261,163,162,7,7,170,169,170,169
aws_aws-sdk-java,438,686,645,629,628,652,648.0,21.118712081942874,51,50,4,4,55,54,55,54
aws_aws-sdk-java,439,672,661,646,645,697,664.2,19.21874085365636,140,139,7,7,147,146,147,146
aws_aws-sdk-java,43,674,665,657,667,762,685.0,38.879300405228484,119,118,5,5,170,169,193,192
aws_aws-sdk-java,440,619,619,618,638,668,632.4,19.31424344881259,51,50,4,4,55,54,55,54
aws_aws-sdk-java,441,658,660,666,702,651,667.4,17.9510445378535,159,156,11,15,170,169,170,169
aws_aws-sdk-java,442,615,666,645,648,619,638.6,19.085072700935672,51,50,4,4,55,54,55,54
aws_aws-sdk-java,443,646,649,643,642,641,644.2,2.9257477676655586,115,114,4,4,124,123,124,123
aws_aws-sdk-java,444,651,692,697,651,640,666.2,23.506594819326764,118,117,6,6,124,123,124,123
aws_aws-sdk-java,445,685,676,673,671,702,681.4,11.359577456930342,178,172,12,22,193,192,193,192
aws_aws-sdk-java,446,660,648,682,663,674,665.4,11.723480711802276,175,174,11,11,193,192,193,192
aws_aws-sdk-java,447,694,630,650,675,675,664.8,22.3194982022446,137,136,8,8,147,146,170,169
aws_aws-sdk-java,448,654,649,626,627,664,644.0,15.086417732516887,50,49,4,4,55,54,55,54
aws_aws-sdk-java,449,695,628,638,715,640,663.2,34.94796131393075,115,114,4,4,124,123,124,123
aws_aws-sdk-java,44,642,608,619,670,612,630.2,23.120553626589484,52,51,3,3,55,54,55,54
aws_aws-sdk-java,450,649,683,638,643,655,653.6,15.76832267554162,134,133,7,7,147,146,147,146
aws_aws-sdk-java,451,639,628,650,671,636,644.8,14.878171930717832,119,118,6,6,147,146,124,123
aws_aws-sdk-java,452,660,672,684,659,699,674.8,15.14463601411404,138,137,9,9,147,146,147,146
aws_aws-sdk-java,453,651,662,728,666,665,674.4,27.32471408816568,162,161,8,8,170,169,170,169
aws_aws-sdk-java,454,653,645,643,651,677,653.8,12.172099243762352,135,134,6,6,147,146,147,146
aws_aws-sdk-java,455,655,665,627,621,615,636.6,19.734234213670415,53,52,2,2,55,54,55,54
aws_aws-sdk-java,456,611,605,608,615,625,612.8,6.939740629158989,81,80,4,4,85,84,85,84
aws_aws-sdk-java,457,619,629,636,651,629,632.8,10.590561835898981,52,51,3,3,55,54,55,54
aws_aws-sdk-java,458,619,649,625,608,620,624.2,13.585286158193354,52,51,3,3,55,54,55,54
aws_aws-sdk-java,459,679,660,706,630,672,669.4,24.81612379079376,119,118,5,5,124,123,124,123
aws_aws-sdk-java,45,734,658,676,675,704,689.4,26.740231861373232,178,174,12,18,193,192,193,192
aws_aws-sdk-java,460,645,684,683,700,647,671.8,21.921678767831626,115,114,5,5,193,192,170,169
aws_aws-sdk-java,461,664,654,639,674,693,664.8,18.236227680087786,119,118,6,6,124,123,147,146
aws_aws-sdk-java,462,670,644,699,661,666,668.0,17.854971296532515,118,117,6,6,124,123,124,123
aws_aws-sdk-java,463,613,631,619,611,620,618.8,6.997142273814361,52,51,3,3,55,54,55,54
aws_aws-sdk-java,464,675,643,652,641,654,653.0,12.083045973594572,89,88,8,8,99,98,99,98
aws_aws-sdk-java,465,666,658,671,725,659,675.8,25.055139193387053,134,133,7,7,147,146,147,146
